"Holiday (0=No, 1=Yes)",Temperature (K),Rainfall per hour,Snowfall per hour,Clouds,Hour,Traffic Volume per hour,Weather,Weather description,Date_Time,
0,292.78,0,0,1,1,449,Mist,mist,2018/8/17 1:00,
0,292.37,0,0,1,2,363,Haze,haze,2018/8/17 2:00,
0,292.37,0,0,1,2,363,Mist,mist,2018/8/17 2:00,
0,292.07,0,0,20,3,408,Mist,mist,2018/8/17 3:00,
0,292.02,0,0,1,4,899,Mist,mist,2018/8/17 4:00,
0,291.55,0,0,1,5,2821,Mist,mist,2018/8/17 5:00,
0,291.07,0,0,20,6,5243,Mist,mist,2018/8/17 6:00,
0,290.57,0,0,20,7,5994,Fog,fog,2018/8/17 7:00,
0,290.57,0,0,20,7,5994,Mist,mist,2018/8/17 7:00,
0,291.28,0,0,40,8,5406,Mist,mist,2018/8/17 8:00,
0,294.2,0,0,20,9,4719,Clouds,few clouds,2018/8/17 9:00,
0,295.81,0,0,75,10,4510,Clouds,broken clouds,2018/8/17 10:00,
0,297.62,0,0,75,11,4948,Clouds,broken clouds,2018/8/17 11:00,
0,298.55,0,0,90,12,5076,Clouds,overcast clouds,2018/8/17 12:00,
0,299.51,0,0,90,13,5027,Clouds,overcast clouds,2018/8/17 13:00,
0,299.69,0,0,90,14,5289,Clouds,overcast clouds,2018/8/17 14:00,
0,300.35,0,0,75,15,5581,Clouds,broken clouds,2018/8/17 15:00,
0,300.95,0,0,1,16,5734,Clear,sky is clear,2018/8/17 16:00,
0,301.22,0,0,90,17,5141,Clouds,overcast clouds,2018/8/17 17:00,
0,301.36,0,0,1,18,4536,Clear,sky is clear,2018/8/17 18:00,
0,300.48,0,0,1,19,3703,Clear,sky is clear,2018/8/17 19:00,
0,299.29,0,0,1,20,3279,Clear,sky is clear,2018/8/17 20:00,
0,296.56,0,0,1,21,3177,Clear,sky is clear,2018/8/17 21:00,
0,294.23,0,0,40,22,2903,Mist,mist,2018/8/17 22:00,
0,292.79,0,0,1,23,2126,Mist,mist,2018/8/17 23:00,
0,292.22,0,0,1,0,1569,Mist,mist,2018/8/18 0:00,
0,291.65,0,0,1,1,806,Mist,mist,2018/8/18 1:00,
0,291.15,0,0,1,2,598,Haze,haze,2018/8/18 2:00,
0,291.15,0,0,1,2,598,Mist,mist,2018/8/18 2:00,
0,290.43,0,0,1,3,448,Mist,mist,2018/8/18 3:00,
0,290.43,0,0,1,3,448,Fog,fog,2018/8/18 3:00,
0,290.01,0,0,1,4,523,Mist,mist,2018/8/18 4:00,
0,290.01,0,0,1,4,523,Fog,fog,2018/8/18 4:00,
0,289.89,0,0,90,5,940,Fog,fog,2018/8/18 5:00,
0,289.89,0,0,90,5,940,Mist,mist,2018/8/18 5:00,
0,289.79,0,0,1,6,1648,Fog,fog,2018/8/18 6:00,
0,289.79,0,0,1,6,1648,Mist,mist,2018/8/18 6:00,
0,289.15,0,0,1,7,2229,Mist,mist,2018/8/18 7:00,
0,289.15,0,0,1,7,2229,Fog,fog,2018/8/18 7:00,
0,290.64,0,0,1,8,2987,Mist,mist,2018/8/18 8:00,
0,290.64,0,0,1,8,2987,Fog,fog,2018/8/18 8:00,
0,291.72,0,0,5,9,3922,Mist,mist,2018/8/18 9:00,
0,291.72,0,0,5,9,3922,Fog,fog,2018/8/18 9:00,
0,293.72,0,0,5,10,5146,Haze,haze,2018/8/18 10:00,
0,293.72,0,0,5,10,5146,Mist,mist,2018/8/18 10:00,
0,296,0,0,5,11,4916,Clear,sky is clear,2018/8/18 11:00,
0,298.34,0,0,1,12,4448,Smoke,smoke,2018/8/18 12:00,
0,300.14,0,0,75,13,4438,Smoke,smoke,2018/8/18 13:00,
0,300.81,0,0,1,14,4710,Clear,sky is clear,2018/8/18 14:00,
0,301.48,0,0,90,15,4893,Haze,haze,2018/8/18 15:00,
0,301.62,0,0,1,16,4897,Clear,sky is clear,2018/8/18 16:00,
0,301.37,0,0,1,17,4664,Clear,sky is clear,2018/8/18 17:00,
0,301.01,0,0,75,18,4157,Clouds,broken clouds,2018/8/18 18:00,
0,300.28,0,0,40,19,3619,Clouds,scattered clouds,2018/8/18 19:00,
0,298.69,0,0,75,20,3543,Clouds,broken clouds,2018/8/18 20:00,
0,296.35,0,0,75,21,3442,Clouds,broken clouds,2018/8/18 21:00,
0,294.87,0,0,5,22,3128,Clear,sky is clear,2018/8/18 22:00,
0,294.01,0,0,1,23,2044,Clear,sky is clear,2018/8/18 23:00,
0,293.35,0,0,1,0,1346,Clear,sky is clear,2018/8/19 0:00,
0,292.82,0,0,1,1,997,Clear,sky is clear,2018/8/19 1:00,
0,292.49,0,0,1,2,726,Clear,sky is clear,2018/8/19 2:00,
0,292.09,0,0,1,3,386,Clear,sky is clear,2018/8/19 3:00,
0,291.58,0,0,1,4,388,Clear,sky is clear,2018/8/19 4:00,
0,291.44,0,0,1,5,552,Mist,mist,2018/8/19 5:00,
0,291.22,0,0,1,6,994,Clear,sky is clear,2018/8/19 6:00,
0,291.08,0,0,1,7,1277,Mist,mist,2018/8/19 7:00,
0,292,0,0,1,8,1971,Haze,haze,2018/8/19 8:00,
0,293.61,0,0,1,9,2895,Clear,sky is clear,2018/8/19 9:00,
0,295.86,0,0,75,10,3766,Clouds,broken clouds,2018/8/19 10:00,
0,297.29,0,0,1,11,4384,Clear,sky is clear,2018/8/19 11:00,
0,299.41,0,0,90,12,4624,Clouds,overcast clouds,2018/8/19 12:00,
0,300.36,0,0,90,13,4596,Clouds,overcast clouds,2018/8/19 13:00,
0,300.95,0,0,90,14,4742,Clouds,overcast clouds,2018/8/19 14:00,
0,301.42,0,0,90,15,4779,Clouds,overcast clouds,2018/8/19 15:00,
0,301.68,0,0,90,16,4989,Clouds,overcast clouds,2018/8/19 16:00,
0,301.69,0,0,1,17,4870,Clear,sky is clear,2018/8/19 17:00,
0,301.02,0,0,40,18,4287,Clouds,scattered clouds,2018/8/19 18:00,
0,300.22,0,0,1,19,3792,Clear,sky is clear,2018/8/19 19:00,
0,299.02,0,0,1,20,3213,Clear,sky is clear,2018/8/19 20:00,
0,298.09,0,0,1,21,2682,Clear,sky is clear,2018/8/19 21:00,
0,297.42,0,0,1,22,1973,Clear,sky is clear,2018/8/19 22:00,
0,296.76,0,0,1,23,2369,Rain,light rain,2018/8/19 23:00,
0,296.22,0,0,1,0,922,Rain,light rain,2018/8/20 0:00,
0,295.62,0,0,1,1,473,Clear,sky is clear,2018/8/20 1:00,
0,294.82,0,0,75,2,346,Clouds,broken clouds,2018/8/20 2:00,
0,294.69,0,0,40,3,369,Clouds,scattered clouds,2018/8/20 3:00,
0,294.49,0,0,40,4,941,Clouds,scattered clouds,2018/8/20 4:00,
0,293.95,0,0,75,5,3005,Haze,haze,2018/8/20 5:00,
0,293.95,0,0,75,5,3005,Mist,mist,2018/8/20 5:00,
0,293.95,0,0,75,5,3005,Thunderstorm,proximity thunderstorm,2018/8/20 5:00,
0,293.95,0,0,75,5,3005,Rain,light rain,2018/8/20 5:00,
0,293.68,0,0,40,6,5352,Mist,mist,2018/8/20 6:00,
0,293.51,0,0,1,7,6077,Mist,mist,2018/8/20 7:00,
0,293.55,0,0,90,8,5349,Rain,heavy intensity rain,2018/8/20 8:00,
0,293.55,0,0,90,8,5349,Mist,mist,2018/8/20 8:00,
0,293.55,0,0,90,9,4777,Rain,heavy intensity rain,2018/8/20 9:00,
0,293.55,0,0,90,9,4777,Mist,mist,2018/8/20 9:00,
0,293.55,0,0,90,9,4777,Haze,haze,2018/8/20 9:00,
0,294.08,0,0,90,10,4375,Thunderstorm,thunderstorm,2018/8/20 10:00,
0,294.08,0,0,90,10,4375,Mist,mist,2018/8/20 10:00,
0,294.08,0,0,90,10,4375,Rain,light rain,2018/8/20 10:00,
0,294.08,0,0,90,10,4375,Drizzle,light intensity drizzle,2018/8/20 10:00,
0,294.72,0,0,1,11,4532,Haze,haze,2018/8/20 11:00,
0,294.72,0,0,1,11,4532,Drizzle,light intensity drizzle,2018/8/20 11:00,
0,294.72,0,0,1,11,4532,Mist,mist,2018/8/20 11:00,
0,295.93,0,0,40,12,4842,Mist,mist,2018/8/20 12:00,
0,296.76,0,0,75,13,4690,Clouds,broken clouds,2018/8/20 13:00,
0,296.42,0,0,90,14,5001,Rain,moderate rain,2018/8/20 14:00,
0,296.42,0,0,90,14,5001,Haze,haze,2018/8/20 14:00,
0,296.93,0,0,1,15,5388,Haze,haze,2018/8/20 15:00,
0,297.01,0,0,1,16,6423,Drizzle,light intensity drizzle,2018/8/20 16:00,
0,297.01,0,0,1,16,6423,Rain,light rain,2018/8/20 16:00,
0,297.54,0,0,40,17,5848,Rain,light rain,2018/8/20 17:00,
0,297.54,0,0,40,17,5848,Haze,haze,2018/8/20 17:00,
0,296.63,0,0,1,18,4285,Rain,moderate rain,2018/8/20 18:00,
0,295.57,0,0,90,19,3231,Rain,light intensity shower rain,2018/8/20 19:00,
0,295.57,0,0,90,19,3231,Drizzle,drizzle,2018/8/20 19:00,
0,294.03,0,0,40,20,2726,Rain,light intensity shower rain,2018/8/20 20:00,
0,294.03,0,0,40,20,2726,Mist,mist,2018/8/20 20:00,
0,293.03,0,0,75,21,2240,Rain,heavy intensity rain,2018/8/20 21:00,
0,292.36,0,0,90,22,1617,Rain,light rain,2018/8/20 22:00,
0,291.8,0,0,20,23,1005,Mist,mist,2018/8/20 23:00,
0,291.65,0,0,40,0,659,Clouds,scattered clouds,2018/8/21 0:00,
0,291.48,0,0,40,1,416,Mist,mist,2018/8/21 1:00,
0,290.437,0,0,88,2,316,Clouds,overcast clouds,2018/8/21 2:00,
0,291.16,0,0,90,3,336,Mist,mist,2018/8/21 3:00,
0,290.87,0,0,90,4,996,Mist,mist,2018/8/21 4:00,
0,291.01,0,0,90,5,3136,Mist,mist,2018/8/21 5:00,
0,290.72,0,0,90,6,5701,Drizzle,light intensity drizzle,2018/8/21 6:00,
0,290.51,0,0,90,7,6837,Clouds,overcast clouds,2018/8/21 7:00,
0,290.58,0,0,90,8,6123,Clouds,overcast clouds,2018/8/21 8:00,
0,290.95,0,0,90,9,5053,Mist,mist,2018/8/21 9:00,
0,291.6,0,0,40,10,4540,Clouds,scattered clouds,2018/8/21 10:00,
0,292.15,0,0,40,11,4652,Mist,mist,2018/8/21 11:00,
0,292.15,0,0,20,12,4794,Clouds,few clouds,2018/8/21 12:00,
0,292.44,0,0,75,13,4762,Clouds,broken clouds,2018/8/21 13:00,
0,293.74,0,0,40,14,4994,Clouds,scattered clouds,2018/8/21 14:00,
0,294.5,0,0,90,15,5660,Haze,haze,2018/8/21 15:00,
0,295.21,0,0,75,16,6229,Clouds,broken clouds,2018/8/21 16:00,
0,295.22,0,0,75,17,5875,Clouds,broken clouds,2018/8/21 17:00,
0,295.48,0,0,40,18,4435,Clouds,scattered clouds,2018/8/21 18:00,
0,295.22,0,0,20,19,3410,Clouds,few clouds,2018/8/21 19:00,
0,293.62,0,0,20,20,3003,Clouds,few clouds,2018/8/21 20:00,
0,291.16,0,0,5,21,2504,Clear,sky is clear,2018/8/21 21:00,
0,288.86,0,0,1,22,1747,Clear,sky is clear,2018/8/21 22:00,
0,288.02,0,0,1,23,1117,Clear,sky is clear,2018/8/21 23:00,
0,287.21,0,0,1,0,635,Clear,sky is clear,2018/8/22 0:00,
0,286.94,0,0,1,1,425,Mist,mist,2018/8/22 1:00,
0,287.02,0,0,1,2,279,Clear,sky is clear,2018/8/22 2:00,
0,286.42,0,0,1,3,393,Mist,mist,2018/8/22 3:00,
0,285.82,0,0,1,4,994,Mist,mist,2018/8/22 4:00,
0,287.15,0,0,1,5,3163,Clear,sky is clear,2018/8/22 5:00,
0,285.08,0,0,1,6,5766,Mist,mist,2018/8/22 6:00,
0,284.42,0,0,5,7,6589,Fog,fog,2018/8/22 7:00,
0,286.13,0,0,1,8,6056,Clear,sky is clear,2018/8/22 8:00,
0,288.41,0,0,1,9,5116,Clear,sky is clear,2018/8/22 9:00,
0,291.61,0,0,1,10,4583,Clear,sky is clear,2018/8/22 10:00,
0,294.68,0,0,1,11,4734,Clear,sky is clear,2018/8/22 11:00,
0,297.15,0,0,1,12,5043,Clear,sky is clear,2018/8/22 12:00,
0,298.64,0,0,20,13,4938,Clouds,few clouds,2018/8/22 13:00,
0,298.95,0,0,40,14,5216,Clouds,scattered clouds,2018/8/22 14:00,
0,299.61,0,0,1,15,5707,Clear,sky is clear,2018/8/22 15:00,
0,299.88,0,0,20,16,6470,Clouds,few clouds,2018/8/22 16:00,
0,299.98,0,0,40,17,5819,Clouds,scattered clouds,2018/8/22 17:00,
0,299.63,0,0,20,18,4446,Clouds,few clouds,2018/8/22 18:00,
0,298.73,0,0,5,19,3444,Clear,sky is clear,2018/8/22 19:00,
0,296.94,0,0,5,20,3154,Clear,sky is clear,2018/8/22 20:00,
0,293.74,0,0,1,21,2627,Clear,sky is clear,2018/8/22 21:00,
0,291.35,0,0,1,22,1928,Clear,sky is clear,2018/8/22 22:00,
0,289.6,0,0,1,23,1169,Clear,sky is clear,2018/8/22 23:00,
1,289.02,0,0,1,0,596,Clear,sky is clear,2018/8/23 0:00,
1,288.66,0,0,1,1,402,Clear,sky is clear,2018/8/23 1:00,
1,288.31,0,0,1,3,381,Clear,sky is clear,2018/8/23 3:00,
1,287.54,0,0,1,4,976,Clear,sky is clear,2018/8/23 4:00,
1,287.37,0,0,1,5,3163,Clear,sky is clear,2018/8/23 5:00,
1,286.17,0,0,1,6,5860,Clear,sky is clear,2018/8/23 6:00,
1,285.97,0,0,5,7,6815,Clear,sky is clear,2018/8/23 7:00,
1,287.65,0,0,1,8,6162,Mist,mist,2018/8/23 8:00,
1,289.95,0,0,1,9,5583,Clear,sky is clear,2018/8/23 9:00,
1,292.91,0,0,1,10,4837,Clear,sky is clear,2018/8/23 10:00,
1,295.48,0,0,5,11,5015,Clear,sky is clear,2018/8/23 11:00,
1,296.73,0,0,1,12,5136,Clear,sky is clear,2018/8/23 12:00,
1,297.9,0,0,20,13,5051,Clouds,few clouds,2018/8/23 13:00,
1,298.58,0,0,75,14,5312,Clouds,broken clouds,2018/8/23 14:00,
1,298.69,0,0,75,15,5848,Clouds,broken clouds,2018/8/23 15:00,
1,298.97,0,0,75,16,6586,Clouds,broken clouds,2018/8/23 16:00,
1,298.35,0,0,90,17,5780,Clouds,overcast clouds,2018/8/23 17:00,
1,297.92,0,0,90,18,4750,Clouds,overcast clouds,2018/8/23 18:00,
1,297.25,0,0,75,19,3519,Clouds,broken clouds,2018/8/23 19:00,
1,296.61,0,0,75,20,2996,Clouds,broken clouds,2018/8/23 20:00,
1,295.71,0,0,40,21,2717,Clouds,scattered clouds,2018/8/23 21:00,
1,295.33,0,0,40,22,2107,Clouds,scattered clouds,2018/8/23 22:00,
1,295.51,0,0,90,23,1904,Clouds,overcast clouds,2018/8/23 23:00,
0,294.89,0,0,90,0,790,Thunderstorm,proximity thunderstorm,2018/8/24 0:00,
0,294.43,0,0,90,1,505,Rain,light rain,2018/8/24 1:00,
0,294.43,0,0,90,1,505,Thunderstorm,proximity thunderstorm,2018/8/24 1:00,
0,293.66,1.02,0,90,2,387,Rain,moderate rain,2018/8/24 2:00,
0,293.66,1.02,0,90,2,387,Thunderstorm,proximity thunderstorm,2018/8/24 2:00,
0,293.19,1.27,0,90,3,424,Rain,moderate rain,2018/8/24 3:00,
0,293.19,1.27,0,90,3,424,Thunderstorm,thunderstorm with light drizzle,2018/8/24 3:00,
0,293.19,1.27,0,90,3,424,Drizzle,light intensity drizzle,2018/8/24 3:00,
0,293.09,0.25,0,90,4,916,Rain,light rain,2018/8/24 4:00,
0,293.09,0.25,0,90,4,916,Thunderstorm,thunderstorm,2018/8/24 4:00,
0,292.67,0.51,0,90,5,2950,Rain,light rain,2018/8/24 5:00,
0,292.67,0.51,0,90,5,2950,Thunderstorm,proximity thunderstorm with drizzle,2018/8/24 5:00,
0,292.67,0.51,0,90,5,2950,Mist,mist,2018/8/24 5:00,
0,291.89,0.98,0,90,6,5259,Rain,moderate rain,2018/8/24 6:00,
0,291.89,0.98,0,90,6,5259,Mist,mist,2018/8/24 6:00,
0,291.89,0.98,0,90,6,5259,Drizzle,heavy intensity drizzle,2018/8/24 6:00,
0,291.79,0.42,0,90,7,6243,Rain,light rain,2018/8/24 7:00,
0,291.79,0.42,0,90,7,6243,Mist,mist,2018/8/24 7:00,
0,291.79,0.42,0,90,7,6243,Thunderstorm,proximity thunderstorm,2018/8/24 7:00,
0,291.79,0.42,0,90,7,6243,Haze,haze,2018/8/24 7:00,
0,291.79,0.42,0,90,7,6243,Drizzle,light intensity drizzle,2018/8/24 7:00,
0,291.78,0.38,0,90,8,5687,Rain,light rain,2018/8/24 8:00,
0,291.78,0.38,0,90,8,5687,Mist,mist,2018/8/24 8:00,
0,291.78,0.38,0,90,8,5687,Thunderstorm,proximity thunderstorm,2018/8/24 8:00,
0,291.85,2.41,0,90,9,4971,Rain,heavy intensity rain,2018/8/24 9:00,
0,291.85,2.41,0,90,9,4971,Drizzle,light intensity drizzle,2018/8/24 9:00,
0,291.85,2.41,0,90,9,4971,Mist,mist,2018/8/24 9:00,
0,291.85,2.41,0,90,9,4971,Thunderstorm,thunderstorm with heavy rain,2018/8/24 9:00,
0,291.79,2.03,0,90,10,4539,Rain,proximity shower rain,2018/8/24 10:00,
0,291.79,2.03,0,90,10,4539,Mist,mist,2018/8/24 10:00,
0,291.79,2.03,0,90,10,4539,Thunderstorm,thunderstorm,2018/8/24 10:00,
0,291.74,4,0,90,11,4391,Rain,proximity shower rain,2018/8/24 11:00,
0,291.74,4,0,90,11,4391,Thunderstorm,thunderstorm with light drizzle,2018/8/24 11:00,
0,291.74,4,0,90,11,4391,Mist,mist,2018/8/24 11:00,
0,291.74,4,0,90,11,4391,Drizzle,heavy intensity drizzle,2018/8/24 11:00,
0,291.78,5.84,0,90,12,4971,Rain,heavy intensity rain,2018/8/24 12:00,
0,291.78,5.84,0,90,12,4971,Thunderstorm,thunderstorm with light drizzle,2018/8/24 12:00,
0,291.78,5.84,0,90,12,4971,Mist,mist,2018/8/24 12:00,
0,292.09,2.76,0,90,13,5149,Rain,moderate rain,2018/8/24 13:00,
0,292.09,2.76,0,90,13,5149,Thunderstorm,proximity thunderstorm,2018/8/24 13:00,
0,292.09,2.76,0,90,13,5149,Drizzle,light intensity drizzle,2018/8/24 13:00,
0,292.09,2.76,0,90,13,5149,Mist,mist,2018/8/24 13:00,
0,292.56,2.2,0,90,14,5499,Rain,heavy intensity rain,2018/8/24 14:00,
0,292.56,2.2,0,90,14,5499,Thunderstorm,proximity thunderstorm,2018/8/24 14:00,
0,292.56,2.2,0,90,14,5499,Mist,mist,2018/8/24 14:00,
0,292.72,2.88,0,90,15,5879,Rain,proximity shower rain,2018/8/24 15:00,
0,292.72,2.88,0,90,15,5879,Mist,mist,2018/8/24 15:00,
0,292.39,1.82,0,90,16,6088,Rain,proximity shower rain,2018/8/24 16:00,
0,292.39,1.82,0,90,16,6088,Thunderstorm,thunderstorm with light drizzle,2018/8/24 16:00,
0,292.39,1.82,0,90,16,6088,Mist,mist,2018/8/24 16:00,
0,292.62,5.62,0,90,17,5750,Rain,heavy intensity rain,2018/8/24 17:00,
0,292.62,5.62,0,90,17,5750,Thunderstorm,proximity thunderstorm,2018/8/24 17:00,
0,292.62,5.62,0,90,17,5750,Mist,mist,2018/8/24 17:00,
0,292.9,2.86,0,90,18,4755,Rain,moderate rain,2018/8/24 18:00,
0,292.9,2.86,0,90,18,4755,Mist,mist,2018/8/24 18:00,
0,292.9,2.86,0,90,18,4755,Thunderstorm,thunderstorm,2018/8/24 18:00,
0,292.32,0.42,0,90,19,3467,Rain,light rain,2018/8/24 19:00,
0,292.1,0.76,0,75,20,3076,Rain,light rain,2018/8/24 20:00,
0,291.28,1.02,0,20,21,3164,Rain,moderate rain,2018/8/24 21:00,
0,291.03,1.02,0,56,22,2435,Rain,moderate rain,2018/8/24 22:00,
0,290.88,0.25,0,75,23,1860,Rain,light rain,2018/8/24 23:00,
0,290.97,1.78,0,90,0,1089,Rain,moderate rain,2018/8/25 0:00,
0,290.97,1.78,0,90,0,1089,Mist,mist,2018/8/25 0:00,
0,290.96,0.63,0,90,1,725,Rain,light rain,2018/8/25 1:00,
0,290.96,0.63,0,90,1,725,Mist,mist,2018/8/25 1:00,
0,290.94,0.25,0,90,2,495,Rain,light rain,2018/8/25 2:00,
0,290.94,0.25,0,90,2,495,Mist,mist,2018/8/25 2:00,
0,290.94,0.25,0,90,2,495,Fog,fog,2018/8/25 2:00,
0,290.9,1.78,0,90,3,366,Rain,moderate rain,2018/8/25 3:00,
0,290.9,1.78,0,90,3,366,Mist,mist,2018/8/25 3:00,
0,290.96,1.78,0,90,4,500,Rain,moderate rain,2018/8/25 4:00,
0,290.96,1.78,0,90,4,500,Mist,mist,2018/8/25 4:00,
0,291.01,0.76,0,90,5,875,Rain,light rain,2018/8/25 5:00,
0,291.01,0.76,0,90,5,875,Mist,mist,2018/8/25 5:00,
0,291.09,1.02,0,90,6,1837,Rain,moderate rain,2018/8/25 6:00,
0,291.09,1.02,0,90,6,1837,Mist,mist,2018/8/25 6:00,
0,291.03,1.02,0,90,7,2672,Rain,moderate rain,2018/8/25 7:00,
0,291.03,1.02,0,90,7,2672,Mist,mist,2018/8/25 7:00,
0,291.03,1.02,0,90,7,2672,Fog,fog,2018/8/25 7:00,
0,291.08,0.76,0,90,8,3503,Rain,light rain,2018/8/25 8:00,
0,291.08,0.76,0,90,8,3503,Mist,mist,2018/8/25 8:00,
0,291.08,0.76,0,90,8,3503,Fog,fog,2018/8/25 8:00,
0,291.48,1.78,0,90,9,4100,Rain,moderate rain,2018/8/25 9:00,
0,291.48,1.78,0,90,9,4100,Mist,mist,2018/8/25 9:00,
0,291.48,1.78,0,90,9,4100,Fog,fog,2018/8/25 9:00,
0,292.29,1.78,0,90,10,4509,Rain,moderate rain,2018/8/25 10:00,
0,292.29,1.78,0,90,10,4509,Mist,mist,2018/8/25 10:00,
0,293.32,1.78,0,90,11,4647,Rain,moderate rain,2018/8/25 11:00,
0,293.32,1.78,0,90,11,4647,Mist,mist,2018/8/25 11:00,
0,293.9,1.78,0,90,12,4846,Rain,moderate rain,2018/8/25 12:00,
0,294.94,1.02,0,75,13,4585,Rain,moderate rain,2018/8/25 13:00,
0,295.97,1.02,0,90,14,4696,Rain,moderate rain,2018/8/25 14:00,
0,296.24,1.02,0,75,15,5015,Rain,moderate rain,2018/8/25 15:00,
0,297.65,1.78,0,75,16,4677,Rain,moderate rain,2018/8/25 16:00,
0,298,1.02,0,40,17,4541,Rain,moderate rain,2018/8/25 17:00,
0,297.81,1.78,0,40,18,3914,Rain,moderate rain,2018/8/25 18:00,
0,297.16,1.78,0,20,19,3371,Rain,moderate rain,2018/8/25 19:00,
0,295.82,1.78,0,20,20,3071,Rain,moderate rain,2018/8/25 20:00,
0,293.86,1.02,0,5,21,3156,Rain,moderate rain,2018/8/25 21:00,
0,293.86,1.02,0,5,21,3156,Mist,mist,2018/8/25 21:00,
0,292.14,1.78,0,5,22,2713,Rain,moderate rain,2018/8/25 22:00,
0,292.14,1.78,0,5,22,2713,Mist,mist,2018/8/25 22:00,
0,292.14,1.78,0,5,22,2713,Fog,fog,2018/8/25 22:00,
0,291.15,1.78,0,1,23,2134,Rain,moderate rain,2018/8/25 23:00,
0,291.15,1.78,0,1,23,2134,Mist,mist,2018/8/25 23:00,
0,291.15,1.78,0,1,23,2134,Fog,fog,2018/8/25 23:00,
0,290.73,1.78,0,1,0,1375,Rain,moderate rain,2018/8/26 0:00,
0,290.73,1.78,0,1,0,1375,Mist,mist,2018/8/26 0:00,
0,290.17,1.02,0,1,1,855,Rain,moderate rain,2018/8/26 1:00,
0,290.17,1.02,0,1,1,855,Mist,mist,2018/8/26 1:00,
0,290.17,1.02,0,1,1,855,Fog,fog,2018/8/26 1:00,
0,290.21,1.78,0,1,2,614,Rain,moderate rain,2018/8/26 2:00,
0,290.21,1.78,0,1,2,614,Mist,mist,2018/8/26 2:00,
0,290.21,1.78,0,1,2,614,Fog,fog,2018/8/26 2:00,
0,290.78,1.78,0,1,3,382,Rain,moderate rain,2018/8/26 3:00,
0,290.78,1.78,0,1,3,382,Mist,mist,2018/8/26 3:00,
0,290.78,1.78,0,1,3,382,Fog,fog,2018/8/26 3:00,
0,291.22,1.02,0,1,4,325,Rain,moderate rain,2018/8/26 4:00,
0,291.22,1.02,0,1,4,325,Mist,mist,2018/8/26 4:00,
0,291.8,1.78,0,90,5,551,Rain,moderate rain,2018/8/26 5:00,
0,291.8,1.78,0,90,5,551,Mist,mist,2018/8/26 5:00,
0,292.34,1.78,0,75,6,1106,Rain,moderate rain,2018/8/26 6:00,
0,292.34,1.78,0,75,6,1106,Mist,mist,2018/8/26 6:00,
0,292.34,1.78,0,75,6,1106,Thunderstorm,proximity thunderstorm,2018/8/26 6:00,
0,292.56,5.08,0,90,7,1657,Rain,heavy intensity rain,2018/8/26 7:00,
0,292.56,5.08,0,90,7,1657,Thunderstorm,proximity thunderstorm,2018/8/26 7:00,
0,292.56,5.08,0,90,7,1657,Mist,mist,2018/8/26 7:00,
0,293.15,0.93,0,75,8,2467,Rain,light rain,2018/8/26 8:00,
0,293.15,0.93,0,75,8,2467,Mist,mist,2018/8/26 8:00,
0,294.17,1.15,0,1,9,3408,Rain,moderate rain,2018/8/26 9:00,
0,294.17,1.15,0,1,9,3408,Mist,mist,2018/8/26 9:00,
0,295.2,1.02,0,75,10,4017,Rain,moderate rain,2018/8/26 10:00,
0,296.04,1.78,0,1,11,4394,Rain,moderate rain,2018/8/26 11:00,
0,296.69,1.78,0,75,12,4638,Rain,moderate rain,2018/8/26 12:00,
0,298.39,1.02,0,90,13,4494,Rain,moderate rain,2018/8/26 13:00,
0,298.39,1.02,0,90,13,4494,Haze,haze,2018/8/26 13:00,
0,298.39,1.02,0,90,13,4494,Thunderstorm,proximity thunderstorm,2018/8/26 13:00,
0,298.83,1.78,0,75,14,4565,Rain,moderate rain,2018/8/26 14:00,
0,298.83,1.78,0,75,14,4565,Thunderstorm,thunderstorm,2018/8/26 14:00,
0,299.39,1.15,0,75,15,4289,Rain,moderate rain,2018/8/26 15:00,
0,299.39,1.15,0,75,15,4289,Thunderstorm,thunderstorm,2018/8/26 15:00,
0,300.39,1.78,0,75,16,4259,Rain,moderate rain,2018/8/26 16:00,
0,302.1,1.78,0,40,17,3998,Rain,moderate rain,2018/8/26 17:00,
0,302.1,1.78,0,40,17,3998,Thunderstorm,proximity thunderstorm,2018/8/26 17:00,
0,301.24,1.78,0,20,18,3688,Rain,moderate rain,2018/8/26 18:00,
0,300.7,1.78,0,5,19,3165,Rain,moderate rain,2018/8/26 19:00,
0,299.25,1.78,0,5,20,2840,Rain,moderate rain,2018/8/26 20:00,
0,297.78,1.78,0,40,21,2330,Rain,moderate rain,2018/8/26 21:00,
0,297.57,1.78,0,5,22,1913,Rain,moderate rain,2018/8/26 22:00,
0,296.89,1.78,0,40,23,1208,Rain,moderate rain,2018/8/26 23:00,
0,296.84,1.78,0,1,0,666,Rain,moderate rain,2018/8/27 0:00,
0,296.95,1.78,0,90,1,337,Rain,heavy intensity rain,2018/8/27 1:00,
0,296.95,1.78,0,90,1,337,Mist,mist,2018/8/27 1:00,
0,296.98,1.15,0,75,2,292,Rain,moderate rain,2018/8/27 2:00,
0,296.98,1.15,0,75,2,292,Thunderstorm,proximity thunderstorm,2018/8/27 2:00,
0,296.47,1.78,0,1,3,358,Rain,moderate rain,2018/8/27 3:00,
0,296.34,1.02,0,1,4,933,Rain,moderate rain,2018/8/27 4:00,
0,296.62,1.78,0,20,5,3129,Rain,moderate rain,2018/8/27 5:00,
